id,name,address,phone,type,department,municipality,nit_municipality,notifier_email,created_at,updated_at,deleted_at,code_dane_municipality,traffic_agency_code,mandate_document_applies,virtual_process_applies,id_parinttrasec_transfer,is_active_flit,code_divipo,request_issue_date_flag,traffic_secretary_requires_preassignment_plate,id_parinttrasec_registration,id_parinttrasec_otherservice,department_dane_code,requires_peace_and_safe,allows_runt_approval_queries,contact_phone,contact_name
74,INST TTOyTTE CHARALA,CARRERA 17 NO 24-11. ALCALDIA MUNICIPAL - PISO 2,7258372,Organismos de Tránsito,SANTANDER,CHARALA,804915993,notificacionjudicial@charala-santander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,68167,68167000,False,False,1,False,NULL,False,False,1,1,68,False,False,,
75,INST TTOyTTE DE CERETE,CEREBASTOS BLOQUE A. PRIMER PISO,7641537,Organismos de Tránsito,CORDOBA,CERETE,812000674,juridica@cerete-cordoba.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,23162,23162000,False,False,1,False,NULL,False,False,1,1,,False,False,,
76,INST TTOyTTE DE PITALITO - INTRAPITALITO,CALLE 1 # 11-45 ESTE BARRIO PARAISO,8369915,Organismos de Tránsito,HUILA,PITALITO,9013386341,juridico@alcaldiapitalito.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,41551,41551000,False,False,1,False,NULL,False,False,1,1,41,False,False,,
77,INST TTOYTTE DEL MUNICIPIO DE ALBANIA,CALLE 2 NO. 4-13 BARRIO EL CENTRO,7775377,Organismos de Tránsito,LA GUAJIRA,ALBANIA,892115155,notificacionjudicial@albania-laguajira.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,44035,44035000,False,False,1,False,NULL,False,False,1,1,44,False,False,,
78,INST TTOyTTE DEL MUNICIPIO DE LOS PATIOS,AVENIDA 10 NO. 28-46 SEGUNDO PISO,5809524,Organismos de Tránsito,NORTE DE SANTANDER,LOS PATIOS,800044113,notificacionjudicial@lospatios-nortedesantander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,54405,54405000,False,False,1,False,NULL,False,False,1,1,,False,False,,
79,INSTITUTO DE TRANSPORTES Y TRÁNSITO DEL HUILA/RIVERA,VEREDA BAJO PEDREGAL 100 METROS DESPUES DEL CRUCE VIA NEIVA - RIVERA,8392411,Organismos de Tránsito,HUILA,RIVERA,891180040, contactenos@rivera-huila.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,41615,41615000,False,False,1,False,NULL,False,False,1,1,41,False,False,,
80,INST TTOyTTE DPTAL HUILA/TIMANA,CARRERA 4 NO 10 - 48,8374701,Organismos de Tránsito,HUILA,TIMANA - HUILA,800103913,notificacionjudicial@timana-huila.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,41807,41807000,False,False,1,False,NULL,False,False,1,1,41,False,False,,
81,INST TTOyTTE MCPAL CIENAGA,CALLE 12 # 12-07,4101560,Organismos de Tránsito,MAGDALENA,CIENAGA,891800498,contactenos@cienaga-magdalena.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,47189,47189000,False,False,1,False,NULL,False,False,1,1,,False,False,,
82,INST TTOyTTE MCPAL SOGAMOSO,CARRERA 5 NO. 1 - 45 BARRIO LOS PINOS,7706761,Organismos de Tránsito,BOYACA,SOGAMOSO,892115007,notificacionjudicial@sogamoso-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15759,15759000,False,False,1,False,NULL,False,False,1,1,,False,False,,
83,"INST. DE TT0, TTE y MOVILIDAD DISTRITAL DE RIOHACHA",CARRERA 7 NO. 21-15,7279805,Organismos de Tránsito,LA GUAJIRA,RIOHACHA,891480030,notificacionesjudiciales@riohacha-laguajira.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,44001,44001000,False,False,1,False,NULL,False,False,1,1,44,False,False,,
84,INSTITUTO DE MOVILIDAD DE PEREIRA,CARRERA 9 NO 37-65,3366767,Organismos de Tránsito,RISARALDA,PEREIRA,825000442,notificaciones_judicialesalcaldia@pereira.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,66001,66001000,True,True,2,False,66001,False,False,2,2,,False,False,,
85,INSTITUTO DE TRANSITO Y TRANSPORTE DE FONSECA LA GUAJIRA,CRA 12 # 17-30,7755390,Organismos de Tránsito,LA GUAJIRA,FONSECA,806000701,notificacionjudicial@fonseca-guajira.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,44279,44279000,False,False,1,False,NULL,False,False,1,1,44,False,False,,
86,INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE DE CLEMENCIA BOLIVAR,CARRERA 11 NO. 76 PLAZA PRINCIPAL,3212001188,Organismos de Tránsito,BOLIVAR,CLEMENCIA,800039213,ofijuridica@clemencia-bolivar.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,13222,13222000,False,False,1,False,NULL,False,False,1,1,13,False,False,,
87,ITBOY - DIST DE TTO SANTA ROSA DE VITERBO,PLAZA DE MERCADO CENTRO,87860168/137 y 164 y 7450909,Organismos de Tránsito,BOYACÁ,SANTA ROSA DE VITERBO - BOYACA,891801932, secretariageneralyjuridica@santarosadeviterbo-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15693,15693000,False,False,1,False,NULL,False,False,1,1,,False,False,,
88,ITBOY - DIST TTO No 1/COMBITA,CARRERA 2 NO.72-43 KM. 3,7451917,Organismos de Tránsito,BOYACÁ,COMBITA - BOYACA,891801268,alcaldia@combita-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15204,15204000,False,False,1,False,NULL,False,False,1,1,,False,False,,
89,ITBOY - DIST TTO No. 10/VILLA DE LEYVA,CRA 9 N° 7 - 52 LOCAL 7 CC VILLA DE LEYVA PLAZA,87321386,Organismos de Tránsito,BOYACÁ,VILLA DE LEYVA - BOYACA,6762160, notificacionesjudiciales@villadeleyva-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15407,15407000,False,False,1,False,NULL,False,False,1,1,,False,False,,
90,ITBOY - DIST TTO No. 11/RAMIRIQUI,TERMINAL DE TTE LOCAL 17,7327031 - 0333107805944,Organismos de Tránsito,BOYACÁ,RAMIRIQUI - BOYACA,9003314394,alcaldia@ramiriqui-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15599,15599000,False,False,1,False,NULL,False,False,1,1,,False,False,,
91,ITBOY - DIST TTO No. 2/ NOBSA,CRA 10 CON CALLE 4 ESQUINA /B JERONIMO HOGUIN,87773019,Organismos de Tránsito,BOYACÁ,NOBSA - BOYACA,891800466,notificacionesjudiciales@nobsa-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15491,15491000,False,False,1,False,NULL,False,False,1,1,,False,False,,
92,ITBOY - DIST TTO No. 4/SABOYA,CARRERA 9 NO. 6-58,7255439,Organismos de Tránsito,BOYACÁ,SABOYA - BOYACA,800099662,notificacionjudicial@saboya-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15632,15632000,False,False,1,False,NULL,False,False,1,1,,False,False,,
93,ITBOY - DIST TTO No. 5/MONIQUIRA,CALLE 20 NO 2-06 BARRIO EL CAMELL0N SECTOR COLISEO,87282682,Organismos de Tránsito,BOYACÁ,MONIQUIRA - BOYACA,800013683,notificacionjudicial@moniquira-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15469,15469000,False,False,1,False,NULL,False,False,1,1,,False,False,,
94,ITBOY - DIST TTO No. 6/GUATEQUE,CALLE 10 - CARRERA 3 A ESQUINA,382795130,Organismos de Tránsito,BOYACÁ,GUATEQUE - BOYACA,891855016,notificacionjudicial@guateque-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15322,15322000,False,False,1,False,NULL,False,False,1,1,,False,False,,
95,ITBOY - DIST TTO No. 7/SOATA,CALLE 12 CON CRA 4 ESQUINA,87880082,Organismos de Tránsito,BOYACÁ,SOATA - BOYACA,891800498,secgobierno@soata-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15753,15753000,False,False,1,False,NULL,False,False,1,1,,False,False,,
96,ITBOY - DIST TTO No. 9/MIRAFLORES,CALLE 3 NO 5-17 BARRIO EL CAMELLON,87331794,Organismos de Tránsito,BOYACÁ,MIRAFLORES - BOYACA,892399999,alcaldia@miraflores-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15455,15455000,False,False,1,False,NULL,False,False,1,1,,False,False,,
97,MUNICIPIO DE LA JAGUA DE IBIRICO,CALLE 6 3A 23,5769375,Organismos de Tránsito,CESAR,LA JAGUA DE IBIRICO,892399999,juridica@lajaguadeibirico-cesar.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,20400,20400000,False,False,1,False,NULL,False,False,1,1,,False,False,,
98,MUNICIPIO DE SANTA ROSA DEL SUR DE BOLIVAR,CARRERA 12A Nº 11-26,5697448,Organismos de Tránsito,BOLÍVAR,SANTA ROSA DEL SUR - BOLIVAR,829001962,notificacionjudicial@santarosadelsur-bolivar.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,13688,13688000,False,False,1,False,NULL,False,False,1,1,,False,False,,
99,MUNICIPIO DE YOTOCO,CALLE 6 4 08,2523520,Organismos de Tránsito,VALLE DEL CAUCA,YOTOCO,800100531,notificacionjudicial@yotoco-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76890,76890000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
100,SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA,CALLE 13 NO. 37 - 35,3649400,Organismos de Tránsito,BOGOTA D.C.,BOGOTA,899999061,judicial@movilidadbogota.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,11001,11001000,True,True,1,False,NULL,False,False,1,1,11,True,False,,
101,SDT SUBSECRETARÍA DE MOVILIDAD RIONEGRO,CARRERA 47 NO 62-50,5313505,Organismos de Tránsito,ANTIOQUIA,RIONEGRO,800907317,juridica@rionegro.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,5615,5615000,True,True,2,False,05615,True,False,2,2,05,False,False,,
102,SECRETARIA DE  MOVILIDAD MUNICIPAL DE CHIA,DIAGONAL 17 NO 6 -108,8638559,Organismos de Tránsito,CUNDINAMARCA,CHIA,899999172,notificacionesjudiciales@chia.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,25175,25175000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
103,SECRETARÍA DE MOVILIDAD DE MANIZALES,CARRERA 19 CALLE 21 - 02,8879725,Organismos de Tránsito,CALDAS,MANIZALES,890801052,contacto@manizales.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,17001,17001000,True,True,2,True,17001,True,False,2,2,17,False,False,3173637142,CAROLINA CASTRO
104,SECRETARÍA DE MOVILIDAD DEL MUNICIPIO DE MOSQUERA,CLL 2 1 ESTE 25,8295469,Organismos de Tránsito,CUNDINAMARCA,MOSQUERA,899999114,notificacionesjudiciales@mosquera-cundinamarca.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,25473,25473000,True,True,1,False,NULL,False,False,1,1,25,False,False,,
105,SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPIO DE SILVANIA,PALACIO MUNICIPAL,3183636978,Organismos de Tránsito,CUNDINAMARCA,SILVANIA,890680437,Oficinajuridica@silvania-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25743,25743000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
106,SECRETARIA DE TRÁNSITO-DEL MUNICIPIO DE LA MESA-CUNDINAMARCA,CALLE 8 CARRERA 21 ESQUINA,0,Organismos de Tránsito,CUNDINAMARCA,LA MESA - CUNDINAMARCA,890680026,contactenos@lamesa-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25386,25386000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
107,SECRETARIA DE TRANSPORTE Y MOVILIDAD DE ZIPAQUIRA,CALLE 1 # 10-04 CENTRO COMERCIAL LA CASONA PISO 3,8512064,Organismos de Tránsito,CUNDINAMARCA,ZIPAQUIRA,899999114,oficinaasesorajuridica@zipaquira-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25899,25899000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
108,SECRETARIA DPTAL TTOyTTE SUCRE/SAMPUES,TRANSVERSAL 21 NO. 21A-4. BARRIO EL PORVENIR,2830715,Organismos de Tránsito,SUCRE,SAMPUES - SUCRE,823000318,notificacionjudicial@sampues-sucre.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,70670,70670000,False,False,1,False,NULL,False,False,1,1,,False,False,,
109,SRIA TTOyTTE MPAL VALLE GUAMUEZ/HORMIGA,CALLE 9 NO. 5-32 LAS AMERICAS SECRETARIA DE TRANSITO,4282332,Organismos de Tránsito,PUTUMAYO,VALLE DEL GUAMUEZ,800102912,juridica@valledelguamuez-putumayo.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,86865,86865000,False,False,1,False,NULL,False,False,1,1,,False,False,,
110,STARIA TTO Y MOVILIDAD DEL MCPIO DE LEBRIJA,CLL 11 8 59,6567100,Organismos de Tránsito,SANTANDER,LEBRIJA,901137169,notificacionjudicial@lebrija-santander.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,68406,68406000,False,False,1,False,NULL,False,False,1,1,68,False,False,,
111,STRIA DE MOVILIDAD DEL MCPIO DE GUARNE,CARRERA 50 #52-02,5510025,Organismos de Tránsito,ANTIOQUIA,GUARNE,890982055,sistemas1@inteligentesas.com,2023-09-25 20:21:59.382,2025-08-13 21:46:00.060548,NULL,5318,5318000,True,True,1,True,NULL,False,False,1,1,05,False,False,3043753514,ALVARO MEJIA
112,STRIA DE MOVILIDAD DEL MUNICIPIO DE VILLA RICA CAUCA,VILLA RICA,8486212,Organismos de Tránsito,CAUCA,VILLA RICA,890801052,oficinajuridica@villarica-cauca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,19845,19845000,False,False,1,False,NULL,False,False,1,1,,False,False,,
113,STRIA DE MOVILIDAD MPAL FUSAGASUGA,CARRERA 6 NO. 6 - 24. ALCALDIA MUNICIPAL,8868181,Organismos de Tránsito,CUNDINAMARCA,FUSAGASUGA,890680008,notificacionesjudiciales@fusagasuga-cundinamarca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25290,25290000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
114,STRIA DE TTOyTTE CAREPA,CALLE 70 CON CARRERA 80 EDIFICIO CENTRO DE ACOPIO DE TRANSPORTE DE CAREPA,8238445,Organismos de Tránsito,ANTIOQUIA,CAREPA,890985316,notificacionjudicial@carepa-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5147,5147000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
115,STRIA DE TTOyTTE CARTAGO,CALLE 10 NO. 14-131 PISO 2,2124847,Organismos de Tránsito,VALLE DEL CAUCA,CARTAGO,891900493,notificacionesjudiciales@cartago.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76147,76147000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
116,STRIA DE TTOYTTE DEL MCPIO DE MARINILLA,CALLE 28B N° 34-32 PLAZA DE MERCADO,5484884,Organismos de Tránsito,ANTIOQUIA,MARINILLA,890983716,notificacionesjudiciales@marinilla-antioquia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5440,5440000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
117,STRIA DE TTOyTTE MALAMBO,CALLE 11 KRA 15 ESQUINA,3478165,Organismos de Tránsito,ATLANTICO,MALAMBO,890102006,notificaciones_judiciales@malambo-atlantico.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,8433,8433000,False,False,1,False,NULL,False,False,1,1,08,False,False,,
118,STRIA DE TTOYTTE MCPAL ARMENIA,CARRERA 19A CON CALLE 26 CENTRO CULTURAL METROPOLITANO LA ESTACION,7411355,Organismos de Tránsito,QUINDIO,ARMENIA,890001639,notificacionesjudiciales@armenia.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,63001,63001000,False,False,1,False,NULL,False,False,1,1,63,False,False,,
119,STRIA DE TTOyTTE MCPAL CURUMANI,CALLE 7 NO. 15 - 104. ALCALDIA MUNICIPAL,5750195,Organismos de Tránsito,CESAR,CURUMANI,892399999,juridica@curumani-cesar.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,20228,20228000,False,False,1,False,NULL,False,False,1,1,,False,False,,
120,STRIA DE TTOyTTE MCPAL DE GINEBRA,CRA 3 NO 4 17,2561100,Organismos de Tránsito,VALLE DEL CAUCA,GINEBRA,800100520,notificacionjudicial@ginebra-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76306,76306000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
121,STRIA DE TTOyTTE MCPAL DE SAN SEBASTIAN DE MARIQUITA TOLIMA,CALLE 4 CON CARRERA 3 ESQUINA 2 PISO,2522903,Organismos de Tránsito,TOLIMA,MARIQUITA,890701342,notificacionesjuridicas@sansebastiandemariquita-tolima.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,73443,73443000,False,False,1,False,NULL,False,False,1,1,,False,False,,
122,STRIA DE TTOyTTE MCPAL SAN ONOFRE,CENTRO PLAZA PRINCIP,3012324346,Organismos de Tránsito,SUCRE,SAN ONOFRE,8922005592,webmaster@sanonofre-sucre.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,70713,70713000,False,False,1,False,NULL,False,False,1,1,,False,False,,
123,STRIA DE TTOyTTE MEDELLIN,CARRERA 64 C NO. 72-58 - BARRIO CARIBE - MEDELLIN,4457700,Organismos de Tránsito,ANTIOQUIA,MEDELLIN,890905211,edwin.garcia@simm.com.co,2023-09-25 20:21:59.382,2025-08-13 21:23:55.076,NULL,5001,5001000,True,True,1,True,NULL,True,False,1,1,05,False,False,3125529501,EDWIN GARCIA
124,STRIA DE TTO y TTE DE EL PASO-CESAR,CALLE 3 3 52,5530473,Organismos de Tránsito,CESAR,EL PASO,892399999,alcaldia@elpaso-cesar.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,20250,20250000,False,False,1,True,NULL,False,False,1,1,,False,False,,
125,STRIA DE TTOyTTE TUNJA,CARRERA 9 # 20-21,7443841,Organismos de Tránsito,BOYACA,TUNJA,891800498,juridicaydefensa@tunja.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15001,15001000,False,False,1,False,NULL,False,False,1,1,,False,False,,
126,STRIA DPTAL TTEyTTO CUND/CAJICA,KM 2 VÍA CAJICÁ A ZIPAQUIRÁ VEREDA RÍO GRANDE PARQUE INDUSTRIAL Y COMERCIAL BODEGA II,8660294,Organismos de Tránsito,CUNDINAMARCA,CAJICA,899999465,sjurnotificaciones@cajica.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25126,25126001,False,False,1,False,NULL,False,False,1,1,25,False,False,,
127,STRIA DPTAL TTOyTTE CORDOBA/APARTADA,CALLE 20 CON CRA 12 ESQUINA TRONCAL DE OCCIDENTE,033-3002510401,Organismos de Tránsito,CÓRDOBA,LA APARTADA - CORDOBA,812001681,alcaldia@laapartada-cordoba.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,23350,23350000,False,False,1,False,NULL,False,False,1,1,,False,False,,
128,STRIA DPTAL TTOyTTE CORDOBA/CHINU,CALLE 27 NO 3-28 PISO 2 AL 8 Y CRA 13 NO 15-60 CARRETERA CENTRAL HINÚ CÓRDOBA,PBX: 7926297 30141003299,Organismos de Tránsito,CÓRDOBA,CHINU - CORDOBA,800096753,notificacionjudicial@chinu-cordoba.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,23182,23182000,False,False,1,False,NULL,False,False,1,1,,False,False,,
129,STRIA DTAL TTO BARRANQUILLA,CARRERA 38 NO. 72 - 109,3694906,Organismos de Tránsito,ATLÁNTICO,BARRANQUILLA - ATLANTICO,890102018,notijudiciales@barranquilla.gov.co,2023-09-25 20:21:59.382,2023-09-25 20:21:59.382,NULL,08001,08001000,True,True,1,False,NULL,False,False,1,1,,True,False,,
130,STRIA GOB TTOyTTE MELGAR,CALLE 6 CARRERA 22 ESQUINA,2452625,Organismos de Tránsito,TOLIMA,MELGAR,890706847,juridica@melgar-tolima.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,73449,73449000,False,False,1,False,NULL,False,False,1,1,,False,False,,
131,STRIA INFR PROD TTOyTTE MPAL GUADALUPE,CALLE 3 NO 6 - 55 BARRIO INDUSTRIAL,8321383,Organismos de Tránsito,HUILA,GUADALUPE,891180177,notificacionjudicial@guadalupe-huila.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,41319,41319000,False,False,1,False,NULL,False,False,1,1,41,False,False,,
132,SECRETARIA DE MOVILIDAD DE NEIVA,CENTRO MINORISTA MERCA NEIVA KM 3 VIA AL SUR,8702911,Organismos de Tránsito,HUILA,NEIVA,891180009,notificaciones@alcaldianeiva.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,41001,41001000,False,False,1,False,NULL,False,False,1,1,41,False,False,,
133,STRIA MCPAL  TTOyTTE CHIQUINQUIRÁ,CALLE 17 7A -48 ALCALDIA MUNICIPAL TERCER PISO,7262572,Organismos de Tránsito,BOYACA,CHIQUINQUIRA,891800475,notificacionjudicial@chiquinquira-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15176,15176000,False,False,1,False,NULL,False,False,1,1,,False,False,,
134,STRIA MCPAL DE SOACHA,CLL 13 7 - 30,5755700,Organismos de Tránsito,CUNDINAMARCA,SOACHA,899999114,contactenos@alcaldiasoacha.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,25754,25754000,False,False,1,False,NULL,False,False,1,1,25,False,False,,
135,STRIA MCPAL TTEyTTO APARTADO,CARRERA 100 NO 103A - 02 CENTRO ADMINISTRATIVO,3126400 EXT 105,Organismos de Tránsito,ANTIOQUIA,APARTADO,890980095,notificaciones_judiciales@apartado.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,5045,5045000,False,False,1,False,NULL,False,False,1,1,05,False,False,,
136,STRIA MCPAL TTEyTTO ARJONA,VIA LA TRONCAL DE OCCIDENTE CARRERA 47ª NO. 50 - 20 SAN JOSE DE TURBAQUITO,6292836,Organismos de Tránsito,BOLIVAR,ARJONA,890480254,notificacionjudicial@arjona-bolivar.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,13052,13052000,False,False,1,False,NULL,False,False,1,1,13,False,False,,
137,STRIA MCPAL TTEyTTO MONTERIA,CALLE 56 NO 61-74. PISO 2,7919802,Organismos de Tránsito,CORDOBA,MONTERIA,800096734,atencionalciudadano@alcaldiamonteria.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,23001,23001000,False,False,1,False,NULL,False,False,1,1,,False,False,,
138,STRIA MCPAL TTEyTTO PLANETA RICA,CALLE 22 CON CARRERA 10 ESQUINA,7768203,Organismos de Tránsito,CORDOBA,PLANETA RICA,800096765,notificacionjudicial@planetarica-cordoba.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,23555,23555000,False,False,1,False,NULL,False,False,1,1,,False,False,,
139,STRIA MCPAL TTEyTTO SINCELEJO,CARRERA 4 # 13-86,2823793,Organismos de Tránsito,SUCRE,SINCELEJO,800104062,contactenos@sincelejo.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,70001,70001000,False,False,1,False,NULL,False,False,1,1,,False,False,,
140,STRIA MCPAL TTO CALI,CARRERA 3 NO. 56-90 BARRIO SALOMIA BLOQUE DESPACHO SECRETARIO DE TRANSITO,4184215,Organismos de Tránsito,VALLE DEL CAUCA,CALI,890399011,notificacionesjudiciales@cali.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76001,76001000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
141,STRIA MCPAL TTO GRANADA,CALLE 12 # 15-19 BARRIO BELÉN,6500004,Organismos de Tránsito,META,GRANADA,892099243,notificacionesjudiciales@granada-meta.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,50313,50313000,False,False,1,False,NULL,False,False,1,1,50,False,False,,
142,STRIA MCPAL TTOyTTE BOSCONIA,CARRERA 18 - CENTRO ADMINISTRATIVO MUNICIPAL DE BOSCONIA,5779731,Organismos de Tránsito,CESAR,BOSCONIA,892301130,notificacionjudicial@bosconia-cesar.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,20060,20060000,False,False,1,False,NULL,False,False,1,1,,False,False,,
143,STRIA MCPAL TTOyTTE CAICEDONIA,PARQUE AGROINDUSTRIAL - VIA CAICEDONIA SEVILLA,2164445,Organismos de Tránsito,VALLE DEL CAUCA,CAICEDONIA,891900660,notificacionjudicial@caicedonia-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76122,76122000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
144,STRIA MCPAL TTOyTTE CHINCHINA,CARRERA 8 CALLE 11 ESQUINA - PALACIO MUNICIPAL,8504465,Organismos de Tránsito,CALDAS,CHINCHINA,901004855,notificacionjudicial@chinchina-caldas.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,17174,17174000,False,False,1,False,NULL,False,False,1,1,17,False,False,,
145,STRIA MCPAL TTOyTTE DOSQUEBRADAS,CARRERA 16 NO. 36-44,3320564,Organismos de Tránsito,RISARALDA,DOSQUEBRADAS,800099310,demandas@dosquebradas.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,66170,66170000,False,False,1,False,NULL,False,False,1,1,,False,False,,
146,STRIA MCPAL TTOyTTE DUITAMA,DIAGONAL 18 NO. 20 - 57,7630517,Organismos de Tránsito,BOYACA,DUITAMA,891855138,notificacionesjudiciales@duitama-boyaca.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,15238,15238000,False,False,1,False,NULL,False,False,1,1,,False,False,,
147,STRIA MCPAL TTOyTTE EL CERRITO,CALLE 6 NO. 10-53,2571922,Organismos de Tránsito,VALLE DEL CAUCA,EL CERRITO,800100533,notificacionjudicial@elcerrito-valle.gov.co,2023-09-25 20:21:59.382334,2023-09-25 20:21:59.382334,NULL,76248,76248000,False,False,1,False,NULL,False,False,1,1,76,False,False,,
